"Iteration","Continuity: Residual","X-momentum: Residual","Y-momentum: Residual"
1.0,0.07184096419877492,0.004383248583580747,6.023214357724125E-4
2.0,1.0,0.6985885266663623,1.0
3.0,0.19110525742318316,1.0,0.6942182764233904
4.0,0.6344500733534449,0.30696940321250454,0.2858764787846955
5.0,0.3009154727154594,0.1889256034382562,0.17582922583065919
6.0,0.07391855704466703,0.16350187803486477,0.11613607339440463
7.0,0.11933821409633626,0.1579889490138882,0.15151884086628484
8.0,0.12273351272395455,0.13346730207589907,0.12434429303266228
9.0,0.08129161792147604,0.11287203256897535,0.09639861270227783
10.0,0.09847553311974457,0.09595877586337391,0.06795125283782179
11.0,0.04584656014279366,0.08091803821481598,0.05190144868123394
12.0,0.05322276863316165,0.07281441018376829,0.04074405723795663
13.0,0.042087516388018525,0.07000281115861004,0.03609427931032406
14.0,0.031291211571717416,0.06854653251001484,0.03308424533043753
15.0,0.023846582520244065,0.06635002037774058,0.030012745348726142
16.0,0.0181200246196286,0.06293736245131443,0.02710614933535215
17.0,0.013845812158222953,0.059705263633835354,0.024897917935922675
18.0,0.011402332519278434,0.05740395399494057,0.02340244196614097
19.0,0.009984293856963653,0.05590420246811435,0.022127477629006655
20.0,0.008780488383084465,0.054647422077265244,0.020864961922100345
21.0,0.007404963918339106,0.053378798078418034,0.019535125482648647
22.0,0.0062323641193878405,0.051985187098441625,0.018184804149509477
23.0,0.005317517268340089,0.05049744870933951,0.01695847801761826
24.0,0.004557322588320949,0.04905001879375225,0.015901150412441292
25.0,0.003920003342500047,0.04771943221466014,0.015052853791854835
26.0,0.003349276279005341,0.04653322294244638,0.014376698235380684
27.0,0.0030270923390125467,0.04548717833110235,0.013940722140794289
28.0,0.0024934538649242118,0.04435599537175561,0.01338944280721367
29.0,0.0022745989773201906,0.04332422292703282,0.01316548523689298
30.0,0.0021879673365020266,0.04226558193681886,0.012680486816284338
31.0,0.002216142243525109,0.04129641620176079,0.01227566124929099
32.0,0.002519401197025226,0.040380858247284726,0.012051530935058547
33.0,0.0020044473523038128,0.03947640329607863,0.011684884543530859
34.0,0.002241150845366052,0.03865224357770442,0.011432503550504297
35.0,0.0017277411277939652,0.03784587513146339,0.011206779604668048
36.0,0.0016517043610304158,0.03703762130029255,0.010937764482762204
37.0,0.0014040582182776643,0.036254692556354766,0.0106782046188708
38.0,0.001323228630336521,0.03550055874334848,0.010466091280781768
39.0,0.0013068815962848847,0.03482736489148948,0.010318720830633463
40.0,0.0012928314679281632,0.03418565379608421,0.01018226623918013
41.0,0.0013013947481964904,0.03355584794869928,0.010018578772641899
42.0,0.0013197401421545796,0.03299355199755453,0.009887658848480368
43.0,0.0013696855129423223,0.03245598219936674,0.009826174483726477
44.0,0.00143111521954836,0.03193948451585831,0.009763461118887283
45.0,0.0015470562100162498,0.03141974077959031,0.009664328439807208
46.0,0.0017128723646113492,0.030936114012869602,0.009519464398641318
47.0,0.0018089348890730735,0.0304775120765798,0.009432361048982844
48.0,0.0018110992511048522,0.03005922921062512,0.009421011464894019
49.0,0.0016936733258853605,0.029679332066984605,0.009274611337359833
50.0,0.001542880104379899,0.02930774515006415,0.009089624507704102
51.0,0.0013968347029334244,0.028946447926139533,0.00891879720903435
52.0,0.001266803871149898,0.02860203389850156,0.008824946381059729
53.0,0.0012089043930269743,0.02826915531819228,0.008723738038479421
54.0,0.0012059269854611922,0.027936616250526274,0.008597320010864235
55.0,0.0012678096833616446,0.027607183905253792,0.00846585796760633
56.0,0.0013106229675146493,0.027291196400503422,0.008370890513030345
57.0,0.0013236657866522194,0.02699390338875177,0.00831040618690438
58.0,0.0015176812642616725,0.026700645324802447,0.008249274594792575
59.0,0.0017218545280037964,0.02640638506487588,0.0081986991518167
60.0,0.0018957301735965458,0.026116781285739105,0.008132801586805872
61.0,0.0019725889415252527,0.025844795917283673,0.008060648544738652
62.0,0.0020092903723397215,0.025577981116955757,0.007958941651555099
63.0,0.0020680042059318757,0.025315392204812166,0.007832021714077604
64.0,0.002417216283317086,0.025046289630018877,0.007729059178558766
65.0,0.0024940770105433122,0.02482325278850697,0.007729993796803998
66.0,0.00241239471397999,0.02463161281653944,0.007770522093967472
67.0,0.002310322947368573,0.024509984886316415,0.007876382199157483
68.0,0.0025746790055529347,0.024399145934800658,0.008029838833363093
69.0,0.002142147333980817,0.02435457023682048,0.008525873931293839
70.0,0.0019423296817083048,0.02432335828055289,0.009318049359652742
71.0,0.0019851559219895175,0.024332534228947975,0.009819174820349608
72.0,0.001990266461487234,0.024143846670480987,0.010200932794473849
73.0,0.0023295491596085293,0.02378971103734103,0.010058793834611102
74.0,0.0026151863123125185,0.023411859416134266,0.00937375325244107
75.0,0.002675756581512432,0.02298766312103498,0.008591156424936528
76.0,0.0023321073900449242,0.022561560139281858,0.007950443046195365
77.0,0.0020681096494637534,0.022154670695966393,0.007819425778042427
78.0,0.0018218201066042532,0.02186160991838547,0.007736109515882663
79.0,0.002003374464607924,0.021658551137846056,0.0077167685007474675
80.0,0.002325799395994516,0.02137655976598966,0.007665430649481564
81.0,0.002283093459296223,0.02114687285946986,0.007542914800990459
82.0,0.002018138499177159,0.020980660992787403,0.007403652080624943
83.0,0.0018248604237275988,0.020857403088550365,0.007330548134835972
84.0,0.0016826519822929938,0.02069476200162576,0.007322939455286935
85.0,0.0015647655950101734,0.020574947644039835,0.007396986996520117
86.0,0.00162613100926552,0.020506531052673443,0.007473171603627127
87.0,0.001743349059310262,0.020573305766200957,0.007617563027981318
88.0,0.0018424850376372543,0.020749710481701062,0.008122803580213105
89.0,0.0018673740024652246,0.021041244568637277,0.008647318563175271
90.0,0.0018550271913412393,0.02132837124596394,0.00932704066339484
91.0,0.0018958889534807907,0.02166407580824652,0.010065649058828698
92.0,0.002098636321765498,0.02171832932376878,0.010594197219499049
93.0,0.0021094320947693257,0.02183995773058336,0.01130194636197619
94.0,0.0020958640526280124,0.02176581341561012,0.011751143051577189
95.0,0.0022064521168907126,0.021215606892327776,0.011418646928322127
96.0,0.0024444172128572595,0.020900087107381487,0.011163824113391403
97.0,0.0024046753549821684,0.020812089096519805,0.011155965445439325
98.0,0.0023926183594904743,0.020487812864465053,0.011019703223409305
99.0,0.0025296386471189585,0.02019478291668837,0.01058308548194252
100.0,0.002683790190108698,0.020283142128747243,0.010352818095943963
101.0,0.0027673481924872486,0.02032277138144319,0.010586304726241998
102.0,0.0028047327845247636,0.0203511455639527,0.011104605100305398
103.0,0.0027237161374698256,0.020654210497923427,0.011096919582193348
104.0,0.0025419011991833517,0.020994359962850866,0.011426634415794218
105.0,0.002622408788280324,0.02127720253256603,0.01174571574242269
106.0,0.0027351987207646505,0.021588030659737203,0.012315054230351773
107.0,0.0029405418995879615,0.02222045110077916,0.012901410445199884
108.0,0.0031333043172161188,0.022641121670069854,0.013367734482981756
109.0,0.0034448777795605344,0.022361373599917606,0.014095197004295153
110.0,0.0042663460005778284,0.02215080766836991,0.01408379753409136
111.0,0.0034580475031624606,0.021938657857432906,0.014106848233469122
112.0,0.003113504110935675,0.020969613469710744,0.013163863876807905
113.0,0.0029829077339404613,0.019869452625491023,0.011729167712829756
114.0,0.0026900818407776216,0.01882697675914905,0.010919050699258618
115.0,0.0030829931013483013,0.01840888553748623,0.010425742607323017
116.0,0.0029307758777248477,0.01819848931499266,0.010567192119206406
117.0,0.0026238278331443044,0.017882956806742543,0.01079005052367623
118.0,0.0024837774203880117,0.01788722591221572,0.010426282547936207
119.0,0.0023909156304708855,0.01789305848959296,0.011009362192696263
120.0,0.002390264041101409,0.0180713274616343,0.011037907523668764
121.0,0.002596566734601848,0.0183109448120837,0.011016982633931183
122.0,0.0027374663893507665,0.01843743101888477,0.011729394469612986
123.0,0.0028320048886842767,0.018716813466208994,0.012296182467818637
124.0,0.0028157307183169942,0.01944419534300279,0.012739685305623243
125.0,0.0029234795832182776,0.02017661885031544,0.01386217734869762
126.0,0.0028637541026318505,0.02016182305053988,0.014169506500873267
127.0,0.00301440653291758,0.021064502840596723,0.014501949007189301
128.0,0.0030790426145923524,0.022389788246721613,0.0159144389899834
129.0,0.0031365623162813317,0.02167831469634323,0.01619262897108205
130.0,0.0030345048038784156,0.0215555352554998,0.016666076559676283
131.0,0.0031020303294420322,0.02173872443628344,0.01771640345770578
132.0,0.006239323813303402,0.022108900945030263,0.01809482876368208
133.0,0.004729742459718884,0.023703367714704656,0.019517574095391732
134.0,0.0038242946097569105,0.024810214072504173,0.02011718674717695
135.0,0.0035959951212589975,0.025020618691664023,0.019949343357014777
136.0,0.017048863054766484,0.023391900231864538,0.01868026564039261
137.0,0.0041739425969094445,0.022582411034693058,0.017757305622900198
138.0,0.0034864718760338003,0.020983789443055834,0.016441432963570812
139.0,0.0031418046923092986,0.018697392800013417,0.01502919808997086
140.0,0.003070607927167781,0.017164418074962943,0.014233646036060001
141.0,0.00330856300554423,0.016305703971091618,0.0136764613972437
142.0,0.003269451519838709,0.015604762026396804,0.012967276630070204
143.0,0.0028006255780385395,0.014704566434425647,0.012675242250309682
144.0,0.0026060765819315435,0.014117610311684622,0.011973980855207077
145.0,0.002772511635154584,0.013784871182580262,0.012105990773723155
146.0,0.002402691218430692,0.013984753074531451,0.011436105126122422
147.0,0.0022562105307249265,0.013924332627281252,0.011318224026629783
148.0,0.002344721067865125,0.014100952874233514,0.011247062929499394
149.0,0.0024381530853396258,0.014710305418324165,0.011004079620096183
150.0,0.002486873477458717,0.01545891483244461,0.011670420693775507
151.0,0.002558985448916807,0.016198544252169145,0.012481437322003134
152.0,0.002657665728534134,0.01790073048769239,0.013276724775378997
153.0,0.002818507769095583,0.018977948051712868,0.014208484684349721
154.0,0.0028623758547172877,0.01961408286904367,0.014432085801637516
155.0,0.002963567547539872,0.020989515954171877,0.01614417382445624
156.0,0.0031097373512827845,0.021715001804616798,0.01760657686272785
157.0,0.00317245442789658,0.021038439262659445,0.01754662694868063
158.0,0.0029676279592995188,0.021377152582850237,0.018234753602193135
159.0,0.0030468303334059035,0.019917982578665026,0.018122788658153824
160.0,0.003938601151852968,0.020097791129871756,0.01840015446849525
161.0,0.005016197679133284,0.02118304482260678,0.019120979648763928
162.0,0.00378973385058118,0.0218743770138997,0.019368745154878027
163.0,0.0033166201221276124,0.021956009051764366,0.01979363467715116
164.0,0.0064570712401038205,0.02094361418682023,0.018406707511189977
165.0,0.003093332595652546,0.019881015873795784,0.01667234427211575
166.0,0.0028795679510167245,0.018535364574652054,0.015582702205121115
167.0,0.002516655009274253,0.016508050006521734,0.013813930400669356
168.0,0.0025921328056501473,0.014682239957975188,0.012223918927736463
169.0,0.0026703891083348793,0.013891220511806742,0.011835238392434451
170.0,0.002909307722633562,0.013346972814796769,0.011654348558333505
171.0,0.0025252925202601684,0.012780675128102211,0.011302590508195253
172.0,0.0023722736114922677,0.012487568446357651,0.011011799624421564
173.0,0.002158162096277325,0.012385957961193959,0.01083963514150573
174.0,0.0019955625084770987,0.012192701776305418,0.010666406071879886
175.0,0.0024566660067842725,0.012054684925355517,0.010323422572052406
176.0,0.0028711162555045983,0.011961546778949356,0.010000010229118098
177.0,0.0031428371889839,0.012023768684483765,0.009889371749992715
178.0,0.0026368526183235073,0.012166767195509617,0.010002864373180808
179.0,0.002886243651477354,0.012460314100532067,0.010176178161948046
180.0,0.0037414336924432917,0.013144274676798084,0.010176060023065333
181.0,0.0039711477196609545,0.013655818233707852,0.010772479795454959
182.0,0.004016247666490502,0.013933932159233265,0.011015142434247746
183.0,0.003650256846333637,0.014705555519959937,0.011487042217202302
184.0,0.003480282395860953,0.015141361716120872,0.011980881098547789
185.0,0.0037708443838330623,0.0156639010193781,0.012445171813339243
186.0,0.00515071827266281,0.0160809660489178,0.013619209309961315
187.0,0.002923749820203724,0.016839415719725456,0.01399816098004876
188.0,0.003395167151417637,0.017144621838681158,0.014622379117094228
189.0,0.0037800923361628585,0.015985685615954173,0.013794240040932363
190.0,0.004133586635036529,0.016171566427670144,0.014211098496076014
191.0,0.00456973854694213,0.016631804116219923,0.014612419806946369
192.0,0.003599944452829009,0.015080963075219316,0.01431593475883052
193.0,0.0028514703532117563,0.014403192189759852,0.013572650240322691
194.0,0.002673228693693987,0.015049354130296684,0.013702505359843275
195.0,0.002770942767653096,0.014997227746953034,0.013321875838364175
196.0,0.004063901444095593,0.014543787225375878,0.01241157414401471
197.0,0.0031486452584393357,0.01496751984111578,0.012911424241939567
198.0,0.0025930251190886193,0.014910999277401114,0.013450889453267204
199.0,0.0024009803425569026,0.015239092059106705,0.01391056100376882
200.0,0.002496351543902928,0.015392197044276362,0.013609648147908764
201.0,0.0027277291328579984,0.014519536031355765,0.012979207783199748
202.0,0.002394548764798717,0.013377393128483038,0.01179692682894929
203.0,0.0026462622823852444,0.011802886488719393,0.010512623010936844
204.0,0.002783713021827138,0.010669101100969035,0.009709382203386555
205.0,0.0025970312920055873,0.010143288993400806,0.00970201106707946
206.0,0.0026544440913869485,0.009847360374137455,0.009576785636809622
207.0,0.0026820560996919604,0.009701941943257783,0.00937265819732291
208.0,0.0027469265391391073,0.009728318193000607,0.009341981728598047
209.0,0.0027897649975102408,0.009813995596167703,0.0092987502196016
210.0,0.0026289753592540752,0.00984322964665855,0.009178191269790385
211.0,0.0025402741462558463,0.010300383251245488,0.00905788287352862
212.0,0.002496316002337769,0.010947190126648803,0.00962950182662863
213.0,0.0023521200745133947,0.011608652049444931,0.009945071097450943
214.0,0.0023460793430448916,0.01277304095406661,0.0103870448280011
215.0,0.0024441355405037703,0.01401341047473403,0.011120334742463501
216.0,0.0026025190783158267,0.01498242222835063,0.012296454543092536
217.0,0.002597972533662601,0.015879669949054022,0.013018960791959246
218.0,0.002532598170759974,0.0171236337717553,0.014268579095089266
219.0,0.0027285545080321287,0.017008483738210723,0.01461590684254905
220.0,0.0027567226458189513,0.01723535505047184,0.014681812834030545
221.0,0.002963466441889522,0.018167345311400383,0.015789517917494892
222.0,0.003179630293942667,0.01811968588386648,0.016411328873855213
223.0,0.004062777717128299,0.01759577288244738,0.015605428655924267
224.0,0.0033183009368102047,0.018473404885619098,0.016540002514331163
225.0,0.002967626123393666,0.017233775238142353,0.016539207041163677
226.0,0.003300440374186589,0.01730019691529741,0.016711720030007596
227.0,0.007995489634194343,0.018449129228303596,0.01715605985347402
228.0,0.004344273158230201,0.01973796678427784,0.018240325964541067
229.0,0.00327624588706597,0.0203061368262343,0.019148115630332314
230.0,0.003879046803601835,0.020362007738052305,0.018874272730726834
231.0,0.0032333571163165728,0.01866151836416414,0.01716318080520433
232.0,0.0028118788771397257,0.017197050523597563,0.01576581195417777
233.0,0.002475585968157958,0.014909264585524195,0.013750113718830259
234.0,0.00252519993780361,0.01264394288093704,0.011429975430336933
235.0,0.0022948739400716956,0.011295812246428802,0.010634849485834028
236.0,0.0028817641027957318,0.010937865932380211,0.010392897081816038
237.0,0.002189492522362659,0.010301960879895567,0.010295972935636721
238.0,0.0019808439283296652,0.010203766490107504,0.010031501356332
239.0,0.001938961747101928,0.01037652099409113,0.009784263216409884
240.0,0.001985048692010759,0.01068507049632752,0.00988535413760983
241.0,0.002187510515426821,0.010877788260493128,0.009719665981644062
242.0,0.0024700456821892514,0.011210771102669582,0.009726444194881122
243.0,0.0027148811726279776,0.011672798350487472,0.010033795775652754
244.0,0.0033269733048970824,0.011899918432191266,0.010551352281658256
245.0,0.002939113334552252,0.01205153530427261,0.010693552665253177
246.0,0.003171350470691157,0.01254453564516435,0.010654924115465172
247.0,0.0034153396785792474,0.01348031288787735,0.011457338356763746
248.0,0.003292305829465568,0.01358718008355057,0.011828061826085427
249.0,0.0032609953073932103,0.014477757068513888,0.012089459567828467
250.0,0.0034689313623425424,0.015468160538709782,0.012819575403887071
251.0,0.0035471617730092496,0.0156674970231134,0.01287710795933596
252.0,0.003082471713681735,0.016569193793738772,0.013636063461904817
253.0,0.0031790156914555494,0.017129847296062557,0.014951982370711495
254.0,0.0036549868303247424,0.016180753043841197,0.014907174607674158
255.0,0.0032340685156280868,0.016708328666209228,0.01489469509153978
256.0,0.0030120173049478067,0.017178528725927365,0.015405359541410325
257.0,0.003306485135962031,0.016772633623385713,0.015092995385749352
258.0,0.007511461325232069,0.017711546433126654,0.01596202316945333
259.0,0.0047258402882983655,0.019409364404622275,0.016517618964451194
260.0,0.003047668186710487,0.019356670687808296,0.017667715837478684
261.0,0.0030924327995887897,0.02043466644311967,0.018144042920090316
262.0,0.003684324302843858,0.01789843508022441,0.01684517197445811
263.0,0.004323627853279432,0.01659134873316733,0.015010788319939126
264.0,0.003166620134546671,0.014086444448890732,0.012813117601651365
265.0,0.0034916511638420304,0.01234498225409907,0.011470061384452489
266.0,0.0030754724774906955,0.011523233816226722,0.011286082303314186
267.0,0.0029814845149076963,0.011371175612480073,0.01155437562295739
268.0,0.0028075099311548075,0.01064951170995648,0.011346906322690843
269.0,0.0030593065432914274,0.010418523053319636,0.010846228026841794
270.0,0.002903178425085828,0.010402930849798004,0.010562076985763676
271.0,0.0028862728311167683,0.010335085852196127,0.010333438949335413
272.0,0.005141369325908907,0.01009430890144301,0.01022244170930377
273.0,0.004385930015843987,0.010142519093011814,0.009956589360957627
274.0,0.0035162278255454885,0.010247459737717858,0.010083186533613495
275.0,0.0025597200655602097,0.010102983846763579,0.00989110081627026
276.0,0.0024897531062747975,0.010087241140972007,0.009669783158630336
277.0,0.002290554414242508,0.01066398393412808,0.009834544036679741
278.0,0.0032122811302644464,0.011038246455359436,0.010246586077129777
279.0,0.0035790646382539808,0.011087978731775876,0.010342438993081486
280.0,0.0034975923339678736,0.011364833351011917,0.010076906944295938
281.0,0.003436480859205375,0.012593232455802265,0.010996358584573032
282.0,0.003235511199834598,0.013243530574221693,0.011511426379201757
283.0,0.003305716286794479,0.01487068236067545,0.01185804636140721
284.0,0.003328127665297824,0.016902980073215678,0.012557858570492103
285.0,0.003048331813976133,0.018102967481594522,0.013200310528094313
286.0,0.0031092404637140373,0.019584084176630864,0.014409762163862711
287.0,0.0030762337780569065,0.0213756019599295,0.016697801533498837
288.0,0.003450988329206387,0.02220257606421633,0.018702689514255324
289.0,0.006470830857533685,0.022931420159254614,0.0199637113344042
290.0,0.005379231062021608,0.024124783334861823,0.021077701375074902
291.0,0.004086018749470424,0.024468194672422738,0.02217364503500013
292.0,0.003447565181987086,0.023922732255957976,0.02257973789654378
293.0,0.004607587321476496,0.0220837414191326,0.020525439664673142
294.0,0.003951981154452186,0.020613629900431422,0.017465263284975618
295.0,0.003488650170149077,0.018339903224585754,0.015958140868347355
296.0,0.00330293394483198,0.0168716274224341,0.015641655094410217
297.0,0.0036001286639745227,0.014607836491946143,0.01571517132085798
298.0,0.0033816624056392697,0.01328999764428455,0.015336989558296677
299.0,0.0031089384308844704,0.012826648209372427,0.014720898972518154
300.0,0.003263228199881415,0.01221143908428139,0.01371526244965868
301.0,0.0032355801736971136,0.011719299543989632,0.012851879228737552
302.0,0.0031490209483630775,0.011640868189449,0.012254910217764859
303.0,0.0031067030910201248,0.011573929814337736,0.011687452390085878
304.0,0.0028813971541148064,0.011344285007703661,0.011417022663422788
305.0,0.0028566509313923357,0.011076327375081558,0.011001458064195762
306.0,0.002584582221914144,0.01101724428599494,0.010883551194859781
307.0,0.00231109855889416,0.011064852581659257,0.010931497085640486
308.0,0.002176684167952246,0.011340567824257825,0.010780455666480358
309.0,0.002163036180620265,0.011895933433828113,0.010742546947966614
310.0,0.00223371931186156,0.012408449577511532,0.011043649666495185
311.0,0.0021161919777367387,0.013116184821012422,0.011197881251580801
312.0,0.00228811321701749,0.0137131991314496,0.011803274955689834
313.0,0.0023204887544859137,0.014384811580233125,0.012276081969455208
314.0,0.002223042651061199,0.014977167237660923,0.01292585573578894
315.0,0.00244978578725411,0.014446334245071486,0.012520950477307287
316.0,0.002482469613570714,0.013912447261569367,0.012472530415620244
317.0,0.002570349946226668,0.013975034083430229,0.012874017673443436
318.0,0.0022320617109157026,0.013443759172466046,0.013061720681006965
319.0,0.0022197380252549775,0.01254628651789234,0.012564830787425967
320.0,0.0021936033396129247,0.011790600181031105,0.011682151858219617
321.0,0.002267570562884895,0.011946515383022438,0.011738769760854193
322.0,0.0022595855154085194,0.012115331099398325,0.01185390025027406
323.0,0.0025314320864589608,0.012227197877920794,0.011617860483302983
324.0,0.0024341975403939487,0.013188144961128932,0.011982646806805705
325.0,0.002366885930123708,0.014563923311486404,0.012517052240472294
326.0,0.002511457137377705,0.01520596780767233,0.013247647557786329
327.0,0.002499786783591299,0.015027806097557555,0.013256881774064002
328.0,0.0031331653406219424,0.014702318467372447,0.01272021832383488
329.0,0.003244400118305807,0.013833388582224743,0.012347430012712645
330.0,0.0031014063539480264,0.012709200004350689,0.011372266154934573
331.0,0.003358307999272876,0.012189345368218902,0.01107223827699927
332.0,0.002955958740122434,0.012374922782207377,0.01142490183499818
333.0,0.002600768508143267,0.012164988809168185,0.011810341207568516
334.0,0.0026040721000226666,0.012452323690590116,0.0124093624205517
