0,0,0
0.00025173,0.00280732,0
0.00100666,0.0055757,0
0.00226404,0.008304,0
0.00402259,0.01099083,0
0.00628056,0.0136345,0
0.00903565,0.01623309,0
0.01228511,0.01878444,0
0.01602565,0.02128616,0
0.02025351,0.02373567,0
0.02496444,0.02613021,0
0.03015369,0.02846688,0
0.03581603,0.03074264,0
0.04194577,0.03295438,0
0.04853673,0.03509892,0
0.05558228,0.03717304,0
0.06307531,0.03917353,0
0.07100829,0.04109721,0
0.07937323,0.04294098,0
0.08816171,0.04470182,0
0.09736487,0.04637683,0
0.10697345,0.04796328,0
0.11697778,0.04945862,0
0.12736778,0.0508605,0
0.13813298,0.05216679,0
0.14926256,0.05337563,0
0.16074529,0.05448542,0
0.17256963,0.05549483,0
0.18472367,0.05640284,0
0.19719516,0.05720873,0
0.20997155,0.05791208,0
0.22303997,0.0585128,0
0.23638727,0.0590111,0
0.25,0.0594075,0
0.26386446,0.05970283,0
0.27796669,0.05989823,0
0.29229249,0.0599951,0
0.30682744,0.05999514,0
0.32155689,0.0599003,0
0.33646602,0.05971277,0
0.35153981,0.05943498,0
0.36676309,0.05906955,0
0.38212053,0.05861932,0
0.39759667,0.05808726,0
0.41317591,0.05747651,0
0.42884258,0.05679034,0
0.4445809,0.05603212,0
0.46037502,0.05520531,0
0.47620904,0.05431344,0
0.49206702,0.0533601,0
0.50793298,0.05234889,0
0.52379096,0.05128347,0
0.53962498,0.05016745,0
0.5554191,0.04900448,0
0.57115742,0.04779817,0
0.58682409,0.04655211,0
0.60240333,0.04526984,0
0.61787947,0.04395487,0
0.63323691,0.04261068,0
0.64846019,0.04124066,0
0.66353398,0.0398482,0
0.67844311,0.0384366,0
0.69317256,0.03700913,0
0.70770751,0.03556902,0
0.72203331,0.03411944,0
0.73613554,0.03266353,0
0.75,0.03120439,0
0.76361273,0.0297451,0
0.77696003,0.02828869,0
0.79002845,0.0268382,0
0.80280484,0.02539661,0
0.81527633,0.02396693,0
0.82743037,0.02255211,0
0.83925471,0.02115513,0
0.85073744,0.01977893,0
0.86186702,0.01842646,0
0.87263222,0.01710064,0
0.88302222,0.01580439,0
0.89302655,0.0145406,0
0.90263513,0.01331215,0
0.91183829,0.01212187,0
0.92062677,0.01097258,0
0.92899171,0.00986703,0
0.93692469,0.00880793,0
0.94441772,0.00779793,0
0.95146327,0.00683958,0
0.95805423,0.00593537,0
0.96418397,0.00508767,0
0.96984631,0.00429874,0
0.97503556,0.00357073,0
0.97974649,0.00290565,0
0.98397435,0.00230534,0
0.98771489,0.00177151,0
0.99096435,0.00130567,0
0.99371944,0.00090917,0
0.99597741,0.00058316,0
0.99773596,0.00032859,0
0.99899334,0.00014622,0
0.99974827,0.00003658,0
1,0,0
0.99974827,-0.00003658,0
0.99899334,-0.00014622,0
0.99773596,-0.00032859,0
0.99597741,-0.00058316,0
0.99371944,-0.00090917,0
0.99096435,-0.00130567,0
0.98771489,-0.00177151,0
0.98397435,-0.00230534,0
0.97974649,-0.00290565,0
0.97503556,-0.00357073,0
0.96984631,-0.00429874,0
0.96418397,-0.00508767,0
0.95805423,-0.00593537,0
0.95146327,-0.00683958,0
0.94441772,-0.00779793,0
0.93692469,-0.00880793,0
0.92899171,-0.00986703,0
0.92062677,-0.01097258,0
0.91183829,-0.01212187,0
0.90263513,-0.01331215,0
0.89302655,-0.0145406,0
0.88302222,-0.01580439,0
0.87263222,-0.01710064,0
0.86186702,-0.01842646,0
0.85073744,-0.01977893,0
0.83925471,-0.02115513,0
0.82743037,-0.02255211,0
0.81527633,-0.02396693,0
0.80280484,-0.02539661,0
0.79002845,-0.0268382,0
0.77696003,-0.02828869,0
0.76361273,-0.0297451,0
0.75,-0.03120439,0
0.73613554,-0.03266353,0
0.72203331,-0.03411944,0
0.70770751,-0.03556902,0
0.69317256,-0.03700913,0
0.67844311,-0.0384366,0
0.66353398,-0.0398482,0
0.64846019,-0.04124066,0
0.63323691,-0.04261068,0
0.61787947,-0.04395487,0
0.60240333,-0.04526984,0
0.58682409,-0.04655211,0
0.57115742,-0.04779817,0
0.5554191,-0.04900448,0
0.53962498,-0.05016745,0
0.52379096,-0.05128347,0
0.50793298,-0.05234889,0
0.49206702,-0.0533601,0
0.47620904,-0.05431344,0
0.46037502,-0.05520531,0
0.4445809,-0.05603212,0
0.42884258,-0.05679034,0
0.41317591,-0.05747651,0
0.39759667,-0.05808726,0
0.38212053,-0.05861932,0
0.36676309,-0.05906955,0
0.35153981,-0.05943498,0
0.33646602,-0.05971277,0
0.32155689,-0.0599003,0
0.30682744,-0.05999514,0
0.29229249,-0.0599951,0
0.27796669,-0.05989823,0
0.26386446,-0.05970283,0
0.25,-0.0594075,0
0.23638727,-0.0590111,0
0.22303997,-0.0585128,0
0.20997155,-0.05791208,0
0.19719516,-0.05720873,0
0.18472367,-0.05640284,0
0.17256963,-0.05549483,0
0.16074529,-0.05448542,0
0.14926256,-0.05337563,0
0.13813298,-0.05216679,0
0.12736778,-0.0508605,0
0.11697778,-0.04945862,0
0.10697345,-0.04796328,0
0.09736487,-0.04637683,0
0.08816171,-0.04470182,0
0.07937323,-0.04294098,0
0.07100829,-0.04109721,0
0.06307531,-0.03917353,0
0.05558228,-0.03717304,0
0.04853673,-0.03509892,0
0.04194577,-0.03295438,0
0.03581603,-0.03074264,0
0.03015369,-0.02846688,0
0.02496444,-0.02613021,0
0.02025351,-0.02373567,0
0.01602565,-0.02128616,0
0.01228511,-0.01878444,0
0.00903565,-0.01623309,0
0.00628056,-0.0136345,0
0.00402259,-0.01099083,0
0.00226404,-0.008304,0
0.00100666,-0.0055757,0
0.00025173,-0.00280732,0
0,0,0
