"Velocity Table: pending assignment","Velocity Table: pending assignment 2","Wing Probe: Direction [1,0,0] (m)","Wing Probe: Velocity: Magnitude (m/s)"
null,null,0.49206702,10.221592894908117
null,null,0.50793298,8.853837962255314
null,null,0.52379096,7.648704738028593
null,null,0.53962498,6.099277647722386
null,null,0.5554191,5.664492526406945
null,null,0.57115742,3.0309095932233676
null,null,0.58682409,6.256416807235543
null,null,0.60240333,3.2259688761792567
null,null,0.61787947,7.175180252926192
null,null,0.63323691,8.4381733603644
null,null,0.64846019,3.0254208732567314
null,null,0.66353398,3.6714840820918204
null,null,0.67844311,1.5829307597737863
null,null,0.69317256,10.993566036066227
null,null,0.70770751,3.1064414498704336
null,null,0.72203331,0.6966686562860832
null,null,0.73613554,2.8679375997251486
null,null,0.75,4.712421031260744
null,null,0.76361273,3.7601481241707098
null,null,0.77696003,10.605809772191714
null,null,0.79002845,6.418152956960887
null,null,0.80280484,4.259286399268546
null,null,0.81527633,8.756102344416762
null,null,0.82743037,19.925745271051895
null,null,0.83925471,9.087426599439121
null,null,0.85073744,8.830633759366895
null,null,0.86186702,12.672084092672128
null,null,0.87263222,2.4341347949592675
null,null,0.88302222,7.478203203817194
null,null,0.89302655,45.404093727824296
null,null,0.90263513,35.2681027478547
null,null,0.91183829,28.14272917469237
null,null,0.92062677,51.99970062357991
null,null,0.92899171,42.8872858622845
null,null,0.93692469,28.565133952896833
null,null,0.94441772,14.91173406983267
null,null,0.95146327,16.677011417343696
null,null,0.95805423,8.749576960257698
null,null,0.96418397,6.069877816709682
null,null,0.96984631,6.069877816709682
null,null,0.97503556,26.498974378626333
null,null,0.97974649,26.498974378626333
null,null,0.98397435,56.80472165580557
null,null,0.98771489,6.17215113102264
null,null,0.99096435,6.17215113102264
null,null,0.99371944,6.17215113102264
null,null,0.99597741,6.2059931468403695
null,null,0.99773596,6.2059931468403695
null,null,0.99899334,6.2059931468403695
null,null,0.99974827,6.2059931468403695
null,null,1.0,12.544086360583046
null,null,0.99974827,12.544086360583046
null,null,0.99899334,12.544086360583046
null,null,0.99773596,12.544086360583046
null,null,0.99597741,12.544086360583046
null,null,0.99371944,9.404095777404892
null,null,0.99096435,9.404095777404892
null,null,0.98771489,9.404095777404892
null,null,0.98397435,9.404095777404892
null,null,0.97974649,5.753181916303237
null,null,0.97503556,5.753181916303237
null,null,0.96984631,24.30932472769042
null,null,0.96418397,24.30932472769042
null,null,0.95805423,31.855563990126456
null,null,0.95146327,53.80927929241176
null,null,0.94441772,7.609477551490347
null,null,0.93692469,33.9684697008977
null,null,0.92899171,15.888503130078288
null,null,0.92062677,10.84290924231033
null,null,0.91183829,30.676744079401445
null,null,0.90263513,1.2128882478365035
null,null,0.89302655,18.744044022150405
null,null,0.88302222,11.167316363928633
null,null,0.87263222,2.109971244850634
null,null,0.86186702,15.555354763629111
null,null,0.85073744,5.541756871778724
null,null,0.83925471,4.690757015163392
null,null,0.82743037,9.973298500894243
null,null,0.81527633,19.02498199300697
null,null,0.80280484,0.25341075463276436
null,null,0.79002845,10.96790798793488
null,null,0.77696003,2.1844759220567598
null,null,0.76361273,2.460457674402467
null,null,0.75,2.75216990664978
null,null,0.73613554,0.7391699637047595
null,null,0.72203331,7.574524000708814
null,null,0.70770751,8.287668938986098
null,null,0.69317256,2.9485621496753414
null,null,0.67844311,4.4635883485163825
null,null,0.66353398,1.5849534303423032
null,null,0.64846019,6.500349741847743
null,null,0.63323691,10.804971279085024
null,null,0.61787947,4.1184433199723856
null,null,0.60240333,2.3340649679546166
null,null,0.58682409,7.809361202957767
null,null,0.57115742,1.540740271931892
null,null,0.5554191,5.959880972938116
null,null,0.53962498,5.7295095395710245
null,null,0.52379096,7.441826472483979
null,null,0.50793298,8.624293590590888
null,null,0.49206702,10.014529438203233
null,null,0.47620904,11.340239120613203
null,null,0.46037502,12.681732730715327
null,null,0.4445809,14.022929982973023
null,null,0.42884258,15.355062040090402
null,null,0.41317591,16.64044915428929
null,null,0.39759667,17.9434903651692
null,null,0.38212053,19.274447620715467
null,null,0.36676309,20.60122410169834
null,null,0.35153981,21.929378756701603
null,null,0.33646602,23.32808730654756
null,null,0.32155689,24.771211185166386
null,null,0.30682744,26.301072180664317
null,null,0.29229249,27.6022752557159
null,null,0.27796669,29.21262185612038
null,null,0.26386446,34.78229809072285
null,null,0.25,36.96235210057507
null,null,0.23638727,38.645345655675825
null,null,0.22303997,40.422954131399564
null,null,0.20997155,43.20097939689996
null,null,0.19719516,46.194228536183786
null,null,0.18472367,49.23782131762617
null,null,0.17256963,52.4663146828868
null,null,0.16074529,55.711148524956535
null,null,0.14926256,58.847447551362144
null,null,0.13813298,62.20167479810036
null,null,0.12736778,65.70980659450875
null,null,0.11697778,68.58284303229847
null,null,0.10697345,71.38402491072327
null,null,0.09736487,76.9046180652792
null,null,0.08816171,88.22356841522391
null,null,0.07937323,103.79481720469222
null,null,0.07100829,105.0660552703563
null,null,0.06307531,96.105846467696
null,null,0.05558228,79.43590238888136
null,null,0.04853673,137.48489551082665
null,null,0.04194577,177.75490780029784
null,null,0.03581603,188.36738234548264
null,null,0.03015369,200.4698430744702
null,null,0.02496444,215.53549309450156
null,null,0.02025351,226.26760847330075
null,null,0.01602565,231.584881984761
null,null,0.01228511,230.8844956021345
null,null,0.00903565,268.7347610919555
null,null,0.00628056,245.33197379751672
null,null,0.0040225899999999995,219.4693119513246
null,null,0.00226404,160.36971419397503
null,null,0.00100666,35.11669360589203
null,null,2.517299999999999E-4,38.04954296842599
null,null,0.0,28.938163906590635
null,null,2.5173000000000003E-4,33.48652662186796
null,null,0.00100666,28.938163906590635
null,null,0.00226404,157.03618198094662
null,null,0.00402259,217.33595919823065
null,null,0.006280560000000001,243.62919533428033
null,null,0.00903565,267.2537989779495
null,null,0.01228511,230.60240921981818
null,null,0.01602565,231.46047680721819
null,null,0.02025351,226.3168464205605
null,null,0.02496444,215.82519011639943
null,null,0.03015369,201.04628391488922
null,null,0.03581603,189.15431040720395
null,null,0.04194577,179.1063196056867
null,null,0.04853673,139.65645686789375
null,null,0.05558228,79.72537019315125
null,null,0.06307531,96.879077500827
null,null,0.07100829,105.93073893389013
null,null,0.07937323,104.69658282163529
null,null,0.08816171,89.14670981071865
null,null,0.09736487,77.68124045118357
null,null,0.10697345,71.99749290791978
null,null,0.11697778,68.9445081505488
null,null,0.12736778,65.99528808133944
null,null,0.13813298,62.598409388186745
null,null,0.14926256,59.285484651178585
null,null,0.16074529,56.11273435155484
null,null,0.17256963,52.941506754987635
null,null,0.18472367,49.665696264169405
null,null,0.19719516,46.487948640951835
null,null,0.20997155,43.44356247067137
null,null,0.22303997,40.87209202348597
null,null,0.23638727,39.12491630949032
null,null,0.25,37.204262459981834
null,null,0.26386446,34.98043166459161
null,null,0.27796669,29.440502711845213
null,null,0.29229249,27.82301842759515
null,null,0.30682744,26.519401649885705
null,null,0.32155689,24.984884589166903
null,null,0.33646602,23.531508577933497
null,null,0.35153981,22.110096881937107
null,null,0.36676309,20.774935744213145
null,null,0.38212053,19.46770024889517
null,null,0.39759667,18.12606422085788
null,null,0.41317591,16.8249762255812
null,null,0.42884258,15.560162911243323
null,null,0.4445809,14.240141807230462
null,null,0.46037502,12.916900392379565
null,null,0.47620904,11.571143236171805
